,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
5324,Attrited Customer,50,F,1,Doctorate,Single,Unknown,Blue,46,4,3,1970
5325,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,41,3,1,1438.3
5326,Existing Customer,35,F,3,Uneducated,Married,Unknown,Blue,29,3,1,2278
5327,Existing Customer,65,M,1,Unknown,Single,$40K - $60K,Blue,56,2,4,13364
5328,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,2,2,2801
5329,Existing Customer,44,M,2,Graduate,Single,Unknown,Blue,36,3,1,28292
5330,Existing Customer,35,F,4,College,Married,Less than $40K,Blue,31,3,4,2933
5331,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,36,3,2,21630
5332,Existing Customer,56,F,1,Unknown,Married,Less than $40K,Blue,45,1,2,3132
5333,Existing Customer,50,F,1,High School,Married,$40K - $60K,Blue,43,3,4,2961
5334,Attrited Customer,52,F,3,Graduate,Married,Unknown,Blue,39,3,2,4173
5335,Existing Customer,37,F,1,High School,Single,Unknown,Blue,28,3,2,2458
5336,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,36,3,4,12229
5337,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,21,1,1,2272
5338,Existing Customer,42,M,4,Uneducated,Married,$120K +,Blue,37,2,4,6953
5339,Existing Customer,48,F,4,College,Married,$40K - $60K,Blue,37,6,2,1792
5340,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,2,2,2765
5341,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,29,2,3,2895
5342,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,34,1,4,6904
5343,Attrited Customer,39,M,2,High School,Married,$40K - $60K,Blue,30,3,3,2220
5344,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,34,2,2,1495
5345,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,37,2,3,2541
5346,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,19,1,2,7531
5347,Existing Customer,47,F,4,Post-Graduate,Unknown,Unknown,Blue,29,2,1,8644
5348,Existing Customer,43,F,4,College,Single,$40K - $60K,Blue,36,3,1,1531
5349,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,32,3,4,2884
5350,Attrited Customer,55,F,2,Unknown,Single,Unknown,Blue,36,3,2,10241
5351,Existing Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,38,1,4,4182
5352,Attrited Customer,44,F,1,Graduate,Single,Less than $40K,Blue,25,2,4,3101
5353,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,4542
5354,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,22,2,4,3372
5355,Existing Customer,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,1,2,3099
5356,Existing Customer,41,F,3,High School,Divorced,Unknown,Blue,31,1,2,2416
5357,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,48,2,4,5299
5358,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,35,1,4,2138
5359,Attrited Customer,47,F,1,Unknown,Married,Less than $40K,Blue,35,2,4,1850
5360,Existing Customer,53,F,1,College,Unknown,$40K - $60K,Blue,35,3,3,3585
5361,Existing Customer,48,F,4,Uneducated,Married,$40K - $60K,Blue,32,1,3,2690
5362,Existing Customer,62,M,0,Graduate,Unknown,$80K - $120K,Blue,56,3,2,29100
5363,Attrited Customer,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,5,4,2699
5364,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,2,1,8376
5365,Existing Customer,50,M,3,Unknown,Single,$40K - $60K,Blue,39,3,1,13509
5366,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,2,4,2396
5367,Existing Customer,50,M,1,Doctorate,Married,$80K - $120K,Blue,36,3,3,18964
5368,Existing Customer,40,F,5,Graduate,Married,Less than $40K,Blue,30,2,2,2114
5369,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,3,4,1623
5370,Existing Customer,40,F,1,High School,Divorced,Less than $40K,Blue,30,2,1,2579
5371,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34,2,4,5045
5372,Attrited Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,3,4,2089
5373,Existing Customer,48,F,5,Uneducated,Married,$40K - $60K,Blue,43,1,3,2866
5374,Existing Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,38,6,3,9738
5375,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,1,1,4370
5376,Existing Customer,58,M,3,Unknown,Single,$80K - $120K,Blue,36,2,3,3355
5377,Existing Customer,43,F,2,High School,Single,$40K - $60K,Blue,38,2,2,5070
5378,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,2,0,2572
5379,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,2,3,2016
5380,Attrited Customer,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,2,2,3552
5381,Attrited Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,3,3,2325
5382,Existing Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,1,4,2533
5383,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,36,3,2,3871
5384,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,20,1,5,3983
5385,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,36,2,3,2035
5386,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,3,4,1773
5387,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,2,4,2029
5388,Attrited Customer,45,M,2,High School,Single,$120K +,Blue,33,3,2,15490
5389,Existing Customer,56,F,2,Uneducated,Single,$40K - $60K,Blue,48,2,2,2941
5390,Existing Customer,42,F,4,Graduate,Unknown,Less than $40K,Blue,32,1,2,2314
5391,Attrited Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,24,2,1,4212
5392,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,6248
5393,Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,35,1,1,2430
5394,Existing Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,38,2,3,5543
5395,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,37,3,2,2470
5396,Existing Customer,49,F,4,Doctorate,Single,$40K - $60K,Blue,39,3,1,3255
5397,Attrited Customer,44,F,4,Unknown,Married,$40K - $60K,Blue,31,3,5,1691
5398,Attrited Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,2,4,18229
5399,Existing Customer,48,F,3,Uneducated,Single,Unknown,Blue,40,4,4,2827
5400,Existing Customer,43,F,2,Graduate,Divorced,Less than $40K,Blue,30,2,4,2351
5401,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,36,1,3,4202
5402,Existing Customer,40,F,1,High School,Married,Less than $40K,Blue,36,3,2,4712
5403,Existing Customer,53,M,3,Uneducated,Single,$80K - $120K,Blue,36,3,1,2611
5404,Existing Customer,38,F,2,Unknown,Single,Less than $40K,Blue,28,2,1,3206
5405,Existing Customer,39,F,2,High School,Single,Less than $40K,Blue,36,2,3,5245
5406,Existing Customer,39,M,3,High School,Married,$60K - $80K,Blue,27,2,1,2583
5407,Existing Customer,59,F,0,Graduate,Unknown,Unknown,Blue,55,3,3,1438.3
5408,Existing Customer,40,M,3,Post-Graduate,Married,$120K +,Blue,36,2,4,7464
5409,Existing Customer,54,F,3,Graduate,Married,Unknown,Blue,36,1,2,4928
5410,Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,34,2,4,9863
5411,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,39,1,3,5024
5412,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,38,1,3,1438.3
5413,Attrited Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,36,3,3,1452
5414,Existing Customer,50,F,5,Uneducated,Married,Unknown,Blue,34,5,2,3317
5415,Attrited Customer,39,F,2,Graduate,Single,Less than $40K,Blue,27,3,3,1438.3
5416,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,22,2,4,2448
5417,Existing Customer,49,F,3,Unknown,Single,Less than $40K,Blue,44,2,4,1546
5418,Attrited Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,22,3,1,2013
5419,Existing Customer,53,F,3,Uneducated,Married,$40K - $60K,Blue,42,1,2,2293
5420,Existing Customer,52,M,3,Uneducated,Single,$60K - $80K,Blue,40,1,1,1438.3
5421,Attrited Customer,53,F,3,Unknown,Married,Less than $40K,Blue,36,3,3,2819
5422,Existing Customer,37,M,4,Doctorate,Single,$60K - $80K,Blue,31,3,0,1702
5423,Existing Customer,52,F,1,Unknown,Married,$40K - $60K,Blue,45,1,1,1611
5424,Existing Customer,49,F,2,Unknown,Married,$40K - $60K,Blue,35,1,1,1438.3
5425,Existing Customer,39,F,4,Unknown,Single,Less than $40K,Blue,29,3,0,2863
5426,Existing Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,36,1,4,3272
5427,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36,1,4,2677
5428,Existing Customer,40,F,2,Uneducated,Married,Less than $40K,Blue,26,2,1,2708
5429,Existing Customer,41,F,3,Doctorate,Single,Less than $40K,Blue,31,2,1,1738
5430,Existing Customer,46,F,2,Uneducated,Unknown,$40K - $60K,Blue,35,2,1,6145
5431,Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,1,3,1640
5432,Existing Customer,38,F,3,Graduate,Single,Unknown,Blue,21,1,3,2348
5433,Existing Customer,53,F,3,Unknown,Married,Less than $40K,Blue,48,1,2,1657
5434,Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,30,3,3,4554
5435,Existing Customer,52,M,3,College,Unknown,$120K +,Blue,47,6,3,5119
5436,Existing Customer,39,F,2,College,Single,Unknown,Blue,35,2,2,10600
5437,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,3,4,20769
5438,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,23,2,1,7116
5439,Existing Customer,51,F,3,Graduate,Single,Unknown,Blue,45,3,4,2420
5440,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,43,2,4,2082
5441,Existing Customer,44,F,4,Doctorate,Unknown,Less than $40K,Blue,34,2,2,2718
5442,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,46,2,4,5626
5443,Attrited Customer,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,4,2,2920
5444,Attrited Customer,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,4,2,6526
5445,Attrited Customer,37,F,1,High School,Single,$40K - $60K,Blue,27,2,2,1793
5446,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,1,4,2798
5447,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,32,3,4,2427
5448,Existing Customer,55,F,2,Uneducated,Married,$40K - $60K,Blue,48,1,1,3011
5449,Existing Customer,41,F,3,College,Married,Unknown,Blue,35,2,4,2255
5450,Attrited Customer,40,F,2,High School,Single,Unknown,Blue,30,3,4,6479
5451,Existing Customer,41,F,4,Graduate,Divorced,Less than $40K,Blue,37,1,4,7492
5452,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,41,1,3,3632
5453,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,28,1,3,1744
5454,Existing Customer,52,F,2,Graduate,Married,Unknown,Blue,36,3,1,5905
5455,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,1,4,2573
5456,Existing Customer,45,M,0,Unknown,Married,$80K - $120K,Blue,37,3,2,9654
5457,Existing Customer,41,M,4,Graduate,Unknown,$40K - $60K,Blue,24,2,2,1605
5458,Attrited Customer,49,F,4,Unknown,Single,Less than $40K,Silver,37,2,2,10195
5459,Existing Customer,49,M,3,College,Single,$60K - $80K,Gold,36,3,1,34516
5460,Attrited Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,34,3,3,10573
5461,Existing Customer,47,F,2,College,Single,Less than $40K,Blue,40,3,3,1789
5462,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,36,3,2,7595
5463,Existing Customer,51,M,3,College,Single,$40K - $60K,Blue,45,3,0,3272
5464,Existing Customer,33,F,0,Graduate,Single,Less than $40K,Blue,26,1,3,2382
5465,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,4,1,1981
5466,Existing Customer,51,M,2,Post-Graduate,Single,$120K +,Blue,45,2,2,22294
5467,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,3,4,2574
5468,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,20,3,4,2112
5469,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56,2,2,5441
5470,Existing Customer,43,F,3,Unknown,Married,$40K - $60K,Blue,32,2,4,4391
5471,Existing Customer,42,F,5,College,Single,Less than $40K,Blue,28,3,2,3044
5472,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,45,3,2,2721
5473,Existing Customer,62,F,0,Unknown,Single,$40K - $60K,Blue,56,1,2,4467
5474,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,31,1,3,5033
5475,Existing Customer,61,F,1,High School,Unknown,Less than $40K,Blue,50,1,2,8604
5476,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,36,3,2,2325
5477,Existing Customer,60,F,0,Doctorate,Single,Less than $40K,Blue,42,3,3,2758
5478,Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,34,2,2,9705
5479,Existing Customer,41,F,0,High School,Married,Less than $40K,Blue,31,2,4,2685
5480,Existing Customer,60,F,2,College,Single,Less than $40K,Blue,54,3,2,2694
5481,Attrited Customer,40,F,4,High School,Single,$40K - $60K,Blue,29,2,3,1554
5482,Existing Customer,63,F,0,Unknown,Single,Less than $40K,Blue,48,2,1,1438.3
5483,Existing Customer,42,F,4,Unknown,Single,$40K - $60K,Blue,35,3,3,1786
5484,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,4,2648
5485,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,33,2,2,2477
5486,Existing Customer,51,F,1,Doctorate,Married,Unknown,Blue,45,2,1,7336
5487,Existing Customer,42,M,3,High School,Single,$80K - $120K,Silver,32,3,3,34516
5488,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,30,3,1,2479
5489,Existing Customer,42,F,4,Graduate,Single,Unknown,Blue,36,3,3,9396
5490,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,34,2,2,2561
5491,Attrited Customer,43,F,2,College,Married,Less than $40K,Blue,36,2,3,4020
5492,Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Silver,30,3,4,25856
5493,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,38,4,2,7398
5494,Existing Customer,51,M,3,High School,Single,$80K - $120K,Silver,38,3,4,34516
5495,Existing Customer,52,F,1,Uneducated,Single,Unknown,Blue,47,1,3,4058
5496,Existing Customer,51,F,2,College,Married,Less than $40K,Blue,25,3,3,3042
5497,Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,36,2,2,2688
5498,Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33,3,3,3388
5499,Existing Customer,43,F,4,High School,Single,$40K - $60K,Blue,36,3,2,4902
5500,Existing Customer,45,F,4,Unknown,Married,Unknown,Blue,37,2,1,3241
5501,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,34,1,4,5069
5502,Existing Customer,43,M,3,Unknown,Divorced,$80K - $120K,Blue,36,2,3,13625
5503,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,2,3,8766
5504,Existing Customer,50,M,1,College,Single,$40K - $60K,Blue,41,1,1,2800
5505,Existing Customer,34,F,4,Uneducated,Single,Unknown,Blue,21,3,2,9005
5506,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,36,3,1,2713
5507,Attrited Customer,53,F,5,Doctorate,Single,Less than $40K,Blue,38,2,3,1438.3
5508,Existing Customer,47,F,4,High School,Single,$40K - $60K,Blue,39,1,0,1746
5509,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,41,3,4,2930
5510,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,36,1,4,2178
5511,Existing Customer,35,F,1,High School,Married,Unknown,Blue,23,3,1,1438.3
5512,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,34,3,2,2021
5513,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,4,1842
5514,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,29,2,2,18284
5515,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,3,2,34516
5516,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36,3,4,1696
5517,Existing Customer,52,M,2,Graduate,Unknown,$60K - $80K,Blue,40,1,3,7215
5518,Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,37,1,2,1793
5519,Existing Customer,52,F,2,High School,Married,$40K - $60K,Blue,44,3,1,5731
5520,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33,2,2,2417
5521,Existing Customer,48,F,3,College,Single,$40K - $60K,Blue,37,3,1,1438.3
5522,Existing Customer,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,2,2,21800
5523,Attrited Customer,53,F,3,High School,Married,Less than $40K,Blue,41,3,2,1547
5524,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,38,3,2,1485
5525,Existing Customer,44,M,2,Graduate,Married,$40K - $60K,Blue,38,1,3,2505
5526,Existing Customer,49,F,4,Graduate,Unknown,$40K - $60K,Blue,35,3,2,2631
5527,Attrited Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,36,2,2,2700
5528,Existing Customer,48,M,4,College,Single,$60K - $80K,Blue,30,2,2,3307
5529,Existing Customer,38,F,3,Graduate,Divorced,Unknown,Blue,33,2,3,29638
5530,Attrited Customer,34,F,1,Post-Graduate,Single,Less than $40K,Blue,26,2,5,2066
5531,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,26,1,3,1859
5532,Existing Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,34,1,1,13362
5533,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,17,3,4,2431
5534,Existing Customer,43,F,4,High School,Divorced,$40K - $60K,Blue,34,1,1,6034
5535,Existing Customer,61,F,0,Unknown,Married,Less than $40K,Blue,55,2,3,2194
5536,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,34,1,3,1963
5537,Attrited Customer,41,F,4,College,Unknown,Unknown,Blue,22,2,3,1438.3
5538,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40,1,3,2922
5539,Existing Customer,50,M,4,College,Single,$40K - $60K,Blue,45,3,1,6943
5540,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,44,3,4,34516
5541,Attrited Customer,45,F,3,College,Single,Unknown,Blue,33,3,4,4345
5542,Attrited Customer,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,4,4,4248
5543,Existing Customer,51,F,1,Doctorate,Married,Less than $40K,Blue,42,2,2,1438.3
5544,Existing Customer,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,1,2,2383
5545,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,45,2,3,1677
5546,Existing Customer,40,F,1,High School,Married,Unknown,Blue,33,2,2,2392
5547,Attrited Customer,52,F,3,College,Married,Less than $40K,Blue,40,2,3,3474
5548,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,43,3,3,8737
5549,Attrited Customer,44,F,1,Unknown,Single,Unknown,Blue,36,3,3,3517
5550,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,55,3,3,13397
5551,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,55,2,1,6352
5552,Existing Customer,46,F,5,High School,Single,Less than $40K,Blue,36,3,3,1787
5553,Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,51,2,4,18734
5554,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,3,3,1438.3
5555,Existing Customer,50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43,2,4,3525
5556,Existing Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33,3,4,2067
5557,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,1,4,2051
5558,Existing Customer,46,M,3,College,Single,$120K +,Blue,30,1,2,27378
5559,Attrited Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,28,2,4,1614
5560,Existing Customer,49,M,3,College,Single,Less than $40K,Blue,38,3,1,7862
5561,Existing Customer,47,M,3,College,Married,$60K - $80K,Blue,36,1,3,4284
5562,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37,2,2,1438.3
5563,Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,2,1,1438.3
5564,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,49,3,2,21805
5565,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,1,4,4712
5566,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,2,4,1698
5567,Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26,3,4,2264
5568,Existing Customer,54,F,1,Unknown,Married,Less than $40K,Blue,39,2,4,2720
5569,Existing Customer,55,M,3,Post-Graduate,Unknown,$120K +,Blue,40,1,4,15631
5570,Existing Customer,43,F,3,Unknown,Single,$40K - $60K,Blue,36,2,4,2594
5571,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46,2,3,15011
5572,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,39,3,4,1548
5573,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,46,3,3,2700
5574,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,35,1,0,2919
5575,Existing Customer,50,F,4,Unknown,Single,Unknown,Blue,44,1,1,10721
5576,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,29,1,4,6125
5577,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29,3,4,3200
5578,Existing Customer,53,F,3,Post-Graduate,Divorced,Unknown,Blue,48,2,2,12286
5579,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,45,3,1,21543
5580,Existing Customer,52,M,3,College,Married,$120K +,Blue,47,2,4,6355
5581,Existing Customer,52,F,2,High School,Married,Less than $40K,Blue,41,2,2,5616
5582,Existing Customer,50,F,1,Unknown,Married,$40K - $60K,Blue,40,2,2,2661
5583,Existing Customer,38,M,1,College,Married,$60K - $80K,Blue,36,1,2,2836
5584,Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,45,3,3,1438.3
5585,Existing Customer,51,F,2,Doctorate,Single,Unknown,Blue,45,3,1,2109
5586,Existing Customer,48,M,2,Graduate,Single,$60K - $80K,Blue,40,5,4,14951
5587,Existing Customer,47,M,3,Unknown,Married,$60K - $80K,Blue,36,3,2,1591
5588,Attrited Customer,51,F,2,Doctorate,Divorced,Unknown,Blue,40,3,4,8930
5589,Existing Customer,36,F,1,Uneducated,Single,Unknown,Blue,36,3,1,4685
5590,Existing Customer,45,F,5,Post-Graduate,Married,Unknown,Blue,29,3,1,2555
5591,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,43,3,2,2172
5592,Attrited Customer,54,F,1,Uneducated,Married,Unknown,Blue,50,0,3,2912
5593,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,35,3,1,3390
5594,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,3,2,2193
5595,Existing Customer,51,F,2,Graduate,Married,Unknown,Blue,36,3,3,17412
5596,Existing Customer,40,F,4,College,Single,Less than $40K,Blue,20,3,2,2801
5597,Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,31,2,1,11186
5598,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,39,5,2,2434
5599,Attrited Customer,53,F,3,Doctorate,Single,Unknown,Blue,43,3,2,1790
5600,Existing Customer,59,F,1,High School,Single,Less than $40K,Blue,53,3,3,2716
5601,Existing Customer,49,F,0,Unknown,Single,Unknown,Blue,43,3,3,2874
5602,Attrited Customer,47,F,1,Graduate,Married,$40K - $60K,Blue,35,3,5,1438.3
5603,Existing Customer,56,M,2,Graduate,Single,$60K - $80K,Blue,36,2,2,18776
5604,Existing Customer,48,F,1,Unknown,Married,Unknown,Blue,41,2,2,1438.3
5605,Attrited Customer,55,M,0,High School,Divorced,$80K - $120K,Blue,44,3,3,19793
5606,Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28,2,3,2472
5607,Existing Customer,58,F,2,High School,Married,Unknown,Blue,50,2,3,12362
5608,Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,29,3,2,1438.3
5609,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37,3,3,3189
5610,Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,41,2,2,2092
5611,Existing Customer,37,F,2,High School,Married,$40K - $60K,Blue,26,2,3,2946
5612,Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Blue,29,3,2,2430
5613,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,36,1,2,4143
5614,Attrited Customer,46,F,1,College,Unknown,Unknown,Blue,35,3,3,2197
5615,Existing Customer,53,F,2,Uneducated,Single,Unknown,Blue,36,2,3,9314
5616,Attrited Customer,53,F,4,Doctorate,Married,Less than $40K,Blue,37,2,2,3719
5617,Attrited Customer,59,F,0,Unknown,Married,Unknown,Blue,49,2,4,6996
5618,Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47,4,3,7306
5619,Attrited Customer,41,F,1,Doctorate,Divorced,Less than $40K,Blue,30,3,1,2029
5620,Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Silver,45,3,3,13199
5621,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,29,1,1,3304
5622,Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,30,3,2,3125
5623,Existing Customer,51,F,2,Doctorate,Single,Less than $40K,Blue,40,3,3,1438.3
5624,Existing Customer,41,M,5,Graduate,Single,$80K - $120K,Blue,28,2,0,2491
5625,Attrited Customer,58,F,0,High School,Single,Less than $40K,Blue,46,4,2,1977
5626,Attrited Customer,33,F,2,Graduate,Single,Less than $40K,Blue,24,2,3,1806
5627,Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,22,3,3,1938
5628,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,36,2,3,3188
5629,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,29,1,2,2288
5630,Existing Customer,44,F,1,Graduate,Unknown,Less than $40K,Blue,32,3,3,1780
5631,Existing Customer,47,F,2,College,Married,Unknown,Blue,42,3,3,2373
5632,Attrited Customer,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,2,2,23250
5633,Attrited Customer,47,M,3,Uneducated,Single,$120K +,Blue,36,3,4,34516
5634,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,42,3,3,12882
5635,Existing Customer,54,M,3,Unknown,Married,$60K - $80K,Blue,39,3,4,6348
5636,Existing Customer,59,F,1,Graduate,Unknown,Less than $40K,Blue,36,1,3,2621
